TFB, 25.57, 0.34, 0.43, 1021.45, 1017.90, -3.48, A 
TFB, 25.57, 0.24, 0.43, 1021.47, 1017.90, -3.35, A 
TFB, 25.57, 0.25, 0.43, 1021.45, 1017.90, -3.72, A 
TFB, 25.56, 0.19, 0.43, 1021.42, 1017.90, -3.55, A 
TFB, 25.56, 0.22, 0.43, 1021.39, 1017.90, -3.66, A 
TFB, 25.56, 0.39, 0.43, 1021.42, 1017.90, -3.48, A 
TFB, 25.56, 0.19, 0.43, 1021.41, 1016.82, -3.28, A 
TFB, 25.56, 0.19, 0.43, 1021.43, 1017.90, -3.55, A 
TFB, 25.56, 0.19, 0.43, 1021.43, 1017.90, -3.81, A 
TFB, 25.55, 0.42, 0.43, 1021.43, 1016.82, -3.78, A 
TFB, 25.54, 0.44, 0.43, 1021.44, 1017.90, -3.83, A 
TFB, 25.54, 0.25, 0.43, 1021.45, 1017.90, -4.11, A 
TFB, 25.55, 0.20, 0.43, 1021.49, 1017.90, -4.13, A 
TFB, 25.55, 0.20, 0.43, 1021.47, 1017.90, -4.03, A 
TFB, 25.55, 0.21, 0.43, 1021.50, 1017.90, -4.04, A 
TFB, 25.55, 0.42, 0.43, 1021.46, 1017.90, -3.77, A 
TFB, 25.54, 0.32, 0.43, 1021.45, 1017.90, -3.82, A 
TFB, 25.54, 0.19, 0.43, 1021.47, 1017.90, -3.83, A 
TFB, 25.54, 0.25, 0.43, 1021.47, 1017.90, -3.69, A 
TFB, 25.53, 0.21, 0.43, 1021.48, 1017.90, -4.11, A 
TFB, 25.53, 0.19, 0.43, 1021.49, 1017.90, -4.26, A 
TFB, 25.53, 0.32, 0.43, 1021.47, 1017.90, -4.02, A 
TFB, 25.53, 0.43, 0.43, 1021.48, 1017.90, -4.02, A 
TFB, 25.53, 0.18, 0.43, 1021.45, 1017.90, -3.75, A 
TFB, 25.52, 0.27, 0.43, 1021.46, 1017.90, -3.98, A 
TFB, 25.52, 0.33, 0.43, 1021.45, 1017.90, -3.77, A 
TFB, 25.52, 0.37, 0.43, 1021.49, 1017.90, -3.82, A 
TFB, 25.52, 0.40, 0.43, 1021.44, 1018.99, -3.85, A 
TFB, 25.51, 0.25, 0.43, 1021.49, 1018.99, -3.84, A 
TFB, 25.52, 0.42, 0.43, 1021.47, 1017.90, -3.60, A 
TFB, 25.52, 0.19, 0.43, 1021.47, 1017.90, -3.92, A 
TFB, 25.52, 0.25, 0.43, 1021.47, 1017.90, -3.82, A 
TFB, 25.51, 0.43, 0.43, 1021.47, 1017.90, -3.96, A 
TFB, 25.50, 0.23, 0.43, 1021.48, 1017.90, -4.00, A 
TFB, 25.51, 0.26, 0.43, 1021.45, 1017.90, -3.70, A 
TFB, 25.50, 0.20, 0.43, 1021.47, 1017.90, -3.64, A 
TFB, 25.50, 0.40, 0.43, 1021.47, 1017.90, -3.78, A 
TFB, 25.50, 0.34, 0.43, 1021.47, 1017.90, -3.56, A 
TFB, 25.49, 0.24, 0.43, 1021.45, 1017.90, -3.73, A 
TFB, 25.48, 0.21, 0.43, 1021.49, 1016.82, -3.50, A 
TFB, 25.49, 0.20, 0.43, 1021.49, 1017.90, -3.48, A 
TFB, 25.48, 0.42, 0.43, 1021.46, 1017.90, -3.80, A 
TFB, 25.49, 0.33, 0.43, 1021.47, 1017.90, -3.82, A 
TFB, 25.49, 0.46, 0.43, 1021.45, 1017.90, -3.74, A 
TFB, 25.47, 0.34, 0.43, 1021.47, 1017.90, -4.07, A 
TFB, 25.48, 0.21, 0.43, 1021.47, 1017.90, -3.75, A 
TFB, 25.49, 0.25, 0.43, 1021.46, 1017.90, -3.88, A 
TFB, 25.48, 0.21, 0.43, 1021.46, 1016.82, -3.85, A 
TFB, 25.48, 0.19, 0.43, 1021.47, 1017.90, -3.68, A 
TFB, 25.47, 0.32, 0.43, 1021.49, 1017.90, -3.95, A 
TFB, 25.48, 0.23, 0.43, 1021.47, 1017.90, -3.81, A 
TFB, 25.47, 0.23, 0.43, 1021.48, 1017.90, -3.82, A 
TFB, 25.47, 0.30, 0.43, 1021.46, 1017.90, -3.69, A 
TFB, 25.47, 0.20, 0.43, 1021.46, 1017.90, -4.05, A 
TFB, 25.47, 0.33, 0.43, 1021.47, 1017.90, -3.87, A 
TFB, 25.47, 0.20, 0.43, 1021.48, 1017.90, -3.83, A 
TFB, 25.46, 0.44, 0.43, 1021.46, 1017.90, -3.78, A 
TFB, 25.46, 0.20, 0.43, 1021.47, 1017.90, -3.84, A 
TFB, 25.45, 0.45, 0.43, 1021.43, 1017.90, -3.72, A 
TFB, 25.45, 0.20, 0.43, 1021.47, 1017.90, -3.56, A 
TFB, 25.46, 0.27, 0.43, 1021.45, 1016.82, -3.71, A 
TFB, 25.46, 0.22, 0.43, 1021.44, 1017.90, -3.41, A 
TFB, 25.46, 0.23, 0.43, 1021.47, 1017.90, -3.57, A 
TFB, 25.45, 0.21, 0.43, 1021.45, 1017.90, -3.72, A 
TFB, 25.45, 0.45, 0.43, 1021.44, 1017.90, -3.59, A 
TFB, 25.45, 0.25, 0.43, 1021.47, 1017.90, -3.54, A 
TFB, 25.45, 0.40, 0.43, 1021.42, 1017.90, -3.56, A 
TFB, 25.45, 0.26, 0.43, 1021.41, 1017.90, -3.51, A 
TFB, 25.45, 0.20, 0.43, 1021.41, 1017.90, -3.77, A 
